título;título_alternativo;criador;contribuidor;assunto;resumo;descrição;editora;edição;data;tipo;identificador;fonte;idioma;cobertura;nível_de_educação_da_audiência;extensão;direitos;citação_bibliográfica;arquivo;coleção
"""Amoras""";;Emicida;Aldo Fabrini;Identidade, relações étnico-raciais, afetividade;Na música “Amoras”, Emicida canta: “Que a doçura das frutinhas sabor acalanto/ Fez a criança sozinha alcançar a conclusão/ Papai que bom, porque eu sou pretinha também”. E é a partir desse rap que um dos artistas brasileiros mais influentes da atualidade cria seu primeiro livro infantil e mostra, através de seu texto e das ilustrações de Aldo Fabrini, a importância de nos reconhecermos no mundo e nos orgulharmos de quem somos — desde criança e para sempre.;;Companhia das Letrinhas;1ª;2018;Físico;;https://www.companhiadasletras.com.br/livro/9788574068367/amoras;pt-BR;;infantil;44;;EMICIDA. Amoras. São Paulo: Companhia das Letrinhas, 2018.;https://cdl-static.s3-sa-east-1.amazonaws.com/covers/gg/9788574068367/amoras.jpg;Afro-brasileira
"""E foi assim que eu e a escuridão ficamos amigas";;Emicida;Aldo Fabrini;Identidade, relações étnico-raciais, medo;Uma menina tem medo da Escuridão. Quando chega a noite, vem a preocupação e a ansiedade: afinal, o que o escuro pode esconder? O que ela nem imagina é que, do outro lado, a Escuridão também é uma menina ― cujo maior medo é a claridade, e todo tipo de coisa que se revela quando nasce o sol.;;Companhia das Letrinhas;1ª;2020;Físico;;https://www.companhiadasletras.com.br/livro/9788574069197/e-foi-assim-que-eu-e-a-escuridao-ficamos-amigas;pt-BR;;infantil;36;;EMICIDA. E foi assim que eu e a escuridão ficamos amigas. São Paulo: Companhia das Letrinhas, 2020.;https://cdl-static.s3-sa-east-1.amazonaws.com/covers/gg/9788574069197/e-foi-assim-que-eu-e-a-escuridao-ficamos-amigas.jpg;Afro-brasileira
"""Minha mãe é negra sim!""";;Patricia Santana;Hyvanildo Leite;Identidade, relações étnico-raciais, ancestralidade africana;O garoto Eno é levado a se perguntar pela sua origem. Negro, ele percebe o preconceito da professora que sugere que Eno pinte o desenho da mãe, negra, de amarelo por ser uma cor mais bonita. Não pode haver tristeza maior para o seu coração. A mãe, que ele tanto amava e era tão linda. Mesmo triste, Eno procura saber no dicionário uma explicação para o preçonceito. O dicionário não ajudou e ele seguia triste até que o avô tem uma conversa decisiva com ele.;;Mazza ;1ª;2008;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/215377?guid=1718744566068&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1718744566068%26quantidadePaginas%3d1%26codigoRegistro%3d215377%23215377&i=1;pt-BR;;infantojuvenil;24;;SANTANA. Patrícia. Minha mãe é negra sim! Belo Horizonte: Mazza, 2008.;https://acervo.bn.gov.br/sophia_web/capa/capa/215377;Afro-brasileira
"""Black power de Akin""";;Kiusam de Oliveira;Rodrigo Andrade;Identidade, relações étnico-raciais, ancestralidade africana;A tristeza invadiu o coração de Akin, jovem negro de 12 anos, que cobre a cabeça com um boné ao ir para a escola. Ao seu avô, Dito Pereira, ele não conta que tem vergonha do seu cabelo, motivo de chacota dos colegas. Antes que Akin tome uma atitude brusca, o sábio avô, com a força das histórias da ancestralidade, leva o neto a recuperar a autoestima. Agora confiante, Akin ergue seu cabelo black power e se sente um príncipe. Além do prefácio assinado pelo rapper Emicida, O black power de Akin tem projeto gráfico e ilustrações que incorporam referências da ancestralidade em linguagem contemporânea de arte digital, criados pelo designer Rodrigo Andrade.;;Editora de Cultura ;1ª;2020;Físico;;http://www.editoradecultura.com.br/titulo_view.php?ID=125;pt-BR;;infantojuvenil;40;;OLIVEIRA. Kiusam de. O  Black Power de Akin. São Paulo: Editora de Cultura LTDA, 2020.;http://www.editoradecultura.com.br/capas/%7B0554646A-5474-41F1-B2FF-E96549A0E926%7D_9788529302218.jpg;Afro-brasileira
"""Tayó em quadrinhos""";;Kiusam de Oliveira;Amora Moreira;Identidade, relações étnico-raciais, machismo;Tayó é uma menina animada, criativa e que adora brincar e aprender. Ao lado de seu amigo Kayodê, ela vai nos apresentar parte de seu mundo e de suas reflexões em tirinhas coloridas e divertidas. Com ajuda de Tayó, os leitores vão conhecer conceitos como racismo, ancestralidade e machismo e descobrir como questionar atitudes que não são legais. Afinal, ela é uma menina empoderada e uma cidadã engajada, pronta para mostrar como as crianças podem fazer a diferença!;;Companhia das Letrinhas;1ª;2021;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1792024?guid=1718745306674&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1718745306674%26quantidadePaginas%3d1%26codigoRegistro%3d1792024%231792024&i=1;pt-BR;;infantojuvenil;31;;OLIVEIRA, Kiusam de. Tayó em quadrinhos. São Paulo: Companhia das Letrinhas, 2021.;https://cdl-static.s3-sa-east-1.amazonaws.com/covers/160/9788574069555/tayo-em-quadrinhos.jpg;Afro-brasileira
"""Antônia e os cabelos que carregavam o segredo do universo""";;Alan Alves Brito;Não consta;Identidade, relações étnico-raciais, ancestralidade africana;Na obra Antônia e os cabelos que carregavam os segredos do Universo, uma criança negra chamada Antônia, de origem afrodescendente, que nasceu e mora na região nordestina do Brasil vive a perguntar sobre o mundo que a cerca. Ela tem em seu corpo e em sua mente todas as marcas e as memórias dos seus ancestrais negros africanos, além do marcador linguístico, impresso por meio do sotaque do povo nordestino, indicando outros falares das populações brasileiras. A pequena Antônia é uma garota com cabelos crespos que quer usá-los soltos, em formato Black, como um indicador de sua realeza, para expressar a aprendizagem que recebeu dos mais velhos para valorizar e amar seus traços africanos, seus lábios bem carnudos, sua pele de ébano brilhante, seu gingado e tantas outras expressões de sua identidade e do seu povo.;;Artêra Editorial;1ª;2022;Físico;;https://www.amazon.com.br/Ant%C3%B4nia-Cabelos-Carregavam-Segredos-Universo/dp/6525020891/ref=sr_1_1?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=2D5LGEFC43ZNP&dib=eyJ2IjoiMSJ9.676nl8OPuaXmUG8ul56crg.vi_neu009PNPMcOwttUl_AMF0MBPEDqEyQzaw6VW-yI&dib_tag=se&keywords=Ant%C3%B4nia+e+os+cabelos+que+carregavam+o+segredo+do+universo&qid=1718746521&s=books&sprefix=ant%C3%B4nia+e+os+cabelos+que+carregavam+o+segredo+do+universo%2Cstripbooks%2C362&sr=1-1;pt-BR;;infantojuvenil;36;;BRITO. Alan Alves. Antônia e os cabelos que carregavam o segredo do universo.São Paulo: Artêra Editorial, 2022.;https://m.media-amazon.com/images/I/71CRzxaeq9L._SY385_.jpg;Afro-brasileira
"""Zum zum Zumbiiiiiiii: história de Zumbi dos Palmares para crianças""";;Sonia Rosa ;Simone Matias ;Identidade, relações étnico-raciais, Consciência Negra;É feriado! Hoje tem bolo, suco de laranja e brincadeira de pião lá em casa. Mas por que hoje é um dia tão importante? Ora, porque hoje é dia 20 de novembro, dia da consciência negra, dia de Zumbi dos Palmares. Você sabe quem foi esse herói que lutou contra a escravidão no Brasil? Sente-se para comer um bolo comigo que eu conto tintim por tintim sobre a vida do Zum Zum Zum biiii...;;Pallas Mini;1ª;2016;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/1659339?guid=1718746962852&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1718746962852%26quantidadePaginas%3d1%26codigoRegistro%3d1659339%231659339&i=1;pt-BR;;infantojuvenil;36;;ROSA, Sonia. Zum zum Zumbiiiiiiii: história de Zumbi dos Palmares para crianças. Rio de Janeiro: Pallas Míni, 2016.;https://m.media-amazon.com/images/I/81GqnRND3TL._SY342_.jpg;Afro-brasileira
"""Bucala: a princesa do Quilombo do Cabula""";;Davi Nunes;Daniel Santaba;Identidade, relações étnico-raciais, quilombo;Bucala: a pequena princesa do Quilombo do Cabula conta a história de uma linda princesa quilombola que tem o cabelo crespo em formato de coroa de rainha. Ela possui poderes que protegem o quilombo. Bucala voa no pássaro-preto, cavalga na onça suçuarana, mergulha no reino da rainha das águas doces e aprende toda a sabedoria dos reinos africanos com o sábio ancião Bem-preto-de-barbicha-bem-branca.​;;Malê Mirim;1ª;2019;Físico;;https://www.editoramale.com.br/product-page/bucala-a-princesa-do-quilombo-do-cabula;pt-BR;;infantojuvenil;32;;NUNES. Davi. Bucala: a princesa do Quilombo do Cabula. Rio de Janeiro: Malê Mirim, 2019.;https://static.wixstatic.com/media/0a154a_d5596e0a2d2e445083f97e746c73f947~mv2.jpg/v1/fill/w_500,h_500,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/0a154a_d5596e0a2d2e445083f97e746c73f947~mv2.jpg;Afro-brasileira
"""Ayana e o passeio à Lagoa do Abaeté"" ";;Claudya Costta;Quezia Silveira;Bahia, Lagoa do Abaeté, Memória afetiva, cultura afro-baiana;Ayana aprende com a avó sobre a história da Lagoa do Abaeté e a cultura afro-baiana.;;Malê Mirim;1ª;2023;Físico;;https://www.editoramale.com.br/product-page/ayana-e-o-passeio-%C3%A0-lagoa-do-abaet%C3%A9;pt-BR;;infantojuvenil;32;;COSTTA. Claudya, Ayana e o passeio à Lagoa do Abaeté. Rio de Janeiro: Malê Mirim, 2023.;https://static.wixstatic.com/media/0a154a_ad8c73207c07449f98c47508cae989f8~mv2.jpg/v1/fill/w_500,h_500,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/0a154a_ad8c73207c07449f98c47508cae989f8~mv2.jpg;Afro-brasileira
"""Mar de Marielle""";;Luana Rodrigues ;Faw Carvalho;Identidade, relações étnico-raciais, ancestralidade africana;Com esse nome tão grande que lhe rendeu um apelido ainda maior, Mar ainda não tinha feito aquela pergunta que sua mãe e seu pai tanto esperavam: porque meu nome é Marielle? A curiosidade pela escolha e origem do nome que recebemos quando nascemos aparece cedo ou tarde em todas as famílias. Às vezes a escolha do nome é pelo significado, outras por herança. Mas seja como for, sempre rende uma história. É com a história da escolha do nome da protagonista que a autora apresenta Marielle Franco às leitoras e aos leitores neste livro. No encontro do texto amoroso de Luana Rodrigues com a delicada aquarela de Faw Carvalho esse livro se tornou um presente para crianças de todas as idades. Marielle presente!;;Malê Mirim;1ª;2023;Físico;;https://www.editoramale.com.br/product-page/mar-de-marielle;pt-BR;;infantojuvenil;28;;RODRIGUES, Luana. Mar de Marielle.  Rio de Janeiro: Malê Mirim, 2023.;https://static.wixstatic.com/media/0a154a_219e55074e794766970918bfe4babed3~mv2.jpg/v1/fill/w_500,h_750,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/0a154a_219e55074e794766970918bfe4babed3~mv2.jpg;Afro-brasileira
"""Lágrimas de Yemanjá""";;Joanice Conceição;Iris Pirajá;Culturas afro-brasileiras, Yemanjá, Bahia, Dois de fevereiro, Orixás;Lágrimas de Yemanjá conta a história do ano em que não teve a festa do dia Dois de fevereiro.A rainha do mar reflete sobre a forma como os humanos estão conduzindo a vida, desrespeitando a natureza e precisando de uma virada ecológica.;;Malê Mirim;1ª;2023;Físico;;https://www.editoramale.com.br/product-page/l%C3%A1grimas-de-yemanj%C3%A1;pt-BR;;infantojuvenil;32;;CONCEIÇÃO. Joanice. Lágrimas de Yemanjá. Rio de Janeiro: Malê Mirim, 2023.;https://static.wixstatic.com/media/0a154a_511114d03e87464e83479116937f318e~mv2.jpg/v1/fill/w_500,h_500,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/0a154a_511114d03e87464e83479116937f318e~mv2.jpg;Afro-brasileira
"""Cadu quer brincar""";;Jessé Andarilho;Gabriel Ben;Identidade, relações étnico-raciais, infância, brincadeiras infantis;Em Cadu quer brincar, Jessé Andarilho conta a história do menino Cadu e seu desejo de brincar com os seus amigos e em como as brincadeiras são importantes para o desenvolvimento do senso de liberdade e boa convivência entre as crianças.;;Malê Mirim;1ª;2023;Físico;;https://www.editoramale.com.br/product-page/cadu-quer-brincar;pt-BR;;infantojuvenil;28;;ANDARILLO, Jessé. Cadu quer brincar. Rio de Janeiro: Malê Mirim, 2023.;https://static.wixstatic.com/media/0a154a_a84269bf51e54aff8949a088a00dbc1d~mv2.jpeg/v1/fill/w_500,h_333,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/0a154a_a84269bf51e54aff8949a088a00dbc1d~mv2.jpeg;Afro-brasileira
"""Jornal dos Tigres""";;Daiana de Souza;Ray Lima;Escravidão, abolição da escravatura no Brasil, história do Brasil;"O livro conta a história de Carlinhos e em como ele aprende sobre o ""Tigre da Abolição"", o abolicionista José do Patrocínio.";;Malê Mirim;1ª;2023;Físico;;https://www.editoramale.com.br/product-page/jornal-dos-tigres;pt-BR;;infantojuvenil;28;;SOUZA. Daiana de. Jornal dos Tigres. Rio de Janeiro: Malê Mirim, 2023.;https://static.wixstatic.com/media/0a154a_37047922de7d455c9e05d4e81cf27163~mv2.jpg/v1/fill/w_500,h_750,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/0a154a_37047922de7d455c9e05d4e81cf27163~mv2.jpg;Afro-brasileira
"""Beata: a menina das águas""";;Elaine Marcelina;Ani Ganzala;Culturas afro-brasileiras, Mãe Beata, Cachoeira, Bahia, candomblé;Beata: a menina das águas conta a história de uma menina e sua conexão com a natureza como força de sua vocação espiritual. O livro é uma homenagem a Mãe Beata de Iemanjá. Beatriz Moreira Costa é conhecida como Mãe Beata de Iemanjá. Nasceu em 20 de janeiro de 1931, em Cachoeira (BA). Foi ativista pelos direitos humanos, em especial os direitos das mulheres negras, escreveu os livros: “Caroço de Dendê, Sabedoria dos Terreiros” (1997) e “As histórias que minha avó contava” (2005).;;Malê Mirim;1ª;2021;Físico;;https://www.editoramale.com.br/product-page/beata-a-menina-das-%C3%A1guas;pt-BR;;infantojuvenil;24;;MARCELINA. Elaine,  Beata: a menina das águas. Rio de Janeiro: Malê Mirim, 2021.;https://static.wixstatic.com/media/0a154a_909645a9371041d398f63105921d263b~mv2.jpg/v1/fill/w_500,h_500,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/0a154a_909645a9371041d398f63105921d263b~mv2.jpg;Afro-brasileira
"""Calu: uma menina cheia de histórias""";;Cássia Vale,Luciana Palmeira;Maria Chantal;Identidade, patrimônio imaterial, museu;No livro, Calu procura uma forma de transformar o bairro em que mora em um museu a céu aberto. O livro ressalta importância de trabalhar o sentimento de pertencimento da população para o patrimônio material e imaterial.;;Malê Mirim;1ª;2017;Físico;;https://www.editoramale.com.br/product-page/calu-uma-menina-cheia-de-hist%C3%B3rias;pt-BR;;infantojuvenil;32;;VALLE, Cássia, PALMEIRA, Luciana. Calu: uma menina cheia de histórias. Rio de Janeiro: Malê Mirim, 2017.;https://static.wixstatic.com/media/0a154a_29485687568d4435bc58e7c3f9ea921b~mv2.png/v1/fill/w_500,h_500,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/0a154a_29485687568d4435bc58e7c3f9ea921b~mv2.png;Afro-brasileira
"""Princesas Negras""";;Edileuza Penha de Souza,Ariane Celestino Meireles;Juba Rodrigues;Identidade, relações étnico-raciais, ancestralidade africana;Elas estão nas escolas, nas universidades e em diversos postos de trabalho. As princesas negras são inteligentes, lutadoras, espertas e aprendem muito com suas mães e avós. São especiais, com seus cabelos crespos e sua ancestralidade. Descubra mais sobre as princesas negras no livro de Edileuza Penha de Souza e Ariane Celestino Meireles. Quem sabe você não convive com uma, ou é uma delas?;;Malê Mirim;1ª;2019;Físico;;https://www.editoramale.com.br/product-page/princesas-negras;pt-BR;;infantojuvenil;22;;SOUZA. Edileuza Penha de, MEIRELES, Ariane Celestino. Princesas Negras. Rio de Janeiro: Malê Mirim, 2019.;https://static.wixstatic.com/media/0a154a_b08bae6115a440d389763f8b645c1b7f~mv2.jpg/v1/fill/w_500,h_500,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/0a154a_b08bae6115a440d389763f8b645c1b7f~mv2.jpg;Afro-brasileira
"""Ashanti: nossa pretinha""";;Taís Espírito Santo;Cau Luis;Identidade, família, ancestralidade africana;O livro conta a história do nascimento de Ashanti, uma menina muito esperada e amada pelos seus familiares.;;Malê Mirim;1ª;2021;Físico;;https://www.editoramale.com.br/product-page/ashanti-nossa-pretinha;pt-BR;;infantil;24;;SANTO,Taís Espírito. Ashanti: nossa pretinha. Rio de Janeiro, 2021.;https://static.wixstatic.com/media/0a154a_76d6d1208c454deab911c78a407dc622~mv2.jpeg/v1/fill/w_500,h_500,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/0a154a_76d6d1208c454deab911c78a407dc622~mv2.jpeg;Afro-brasileira
"""Flechinha – O príncipe da floresta""";;Kenya Maria;O crespo Airá;culturas afro-brasileiras, floresta, ancestralidade;Em Flechinha: o príncipe da floresta, Kenia Maria apresenta as aventuras do menino Flechinha diante dos mistérios da floresta e sua construção como defensor das matas. Para isso ele conta com a ajuda do Rei da Floresta e da índia Jussara. Aprendizados, respeito ao meio ambiente e a ancestralidade compõem esta história deliciosa.;;Malê Mirim;1ª;2018;Físico;;https://www.editoramale.com.br/product-page/flechinha-o-pr%C3%ADncipe-da-floresta;pt-BR;;infantil;32;;MARIA. Kenya. Flechinha. O príncipe da floresta. Rio de Janeiro: Malê Mirim, 2018.;https://static.wixstatic.com/media/0a154a_aed5ebee45944775959f56e27d9a4ac9~mv2.png/v1/fill/w_500,h_375,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/0a154a_aed5ebee45944775959f56e27d9a4ac9~mv2.png;Afro-brasileira
"""Uma bibliotecária maluquinha""";;José Antônio Zetó;Reinaldo Lee;Identidade, relações étnico-raciais, biblioteca;Em uma biblioteca muito bonita, com um lindo jardim, mesmo não muito grande, mas cheia de livros há uma bibliotecária. Ela cuida das flores do jardim regando-as com palavras e conhecimentos dos livros. Na biblioteca existe um grupo de crianças que usam muito aquele espaço mágico e que deixou a bibliotecária maluquinha com tanta agitação. A bibliotecária incentivou as crianças a construírem suas próprias histórias e escreverem seus livros e por isso surgiu este livro aqui.;;Malê Mirim;1ª;2022;Físico;;https://www.editoramale.com.br/product-page/uma-bibliotec%C3%A1ria-maluquinha-zet%C3%B3;pt-BR;;infantojuvenil;28;;ZETÓ, José Antônio. Uma bibliotecária maluquinha. Rio de Janeiro: Malê Mirim, 2022.;https://static.wixstatic.com/media/0a154a_191ea848bd904fda84a45a79fc559276~mv2.jpg/v1/fill/w_500,h_500,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/0a154a_191ea848bd904fda84a45a79fc559276~mv2.jpg;Afro-brasileira
"""Iansã é vento, brincando faz o meu cabelo dançar""";;Junia Bertolino;Annie Gonzala;Iansã, Orixás, Literatura infantil,;O livro apresenta as carcaterístas do orixá Iansã, da cultura iorubá, conhecida como uma guerreira, dona dos ventos e das tempestades.;;Malê Mirim;1ª;2023;Físico;;https://www.editoramale.com.br/product-page/ians%C3%A3-%C3%A9-vento-brincando-faz-o-meu-cabelo-dan%C3%A7ar;pt-BR;;infantojuvenil;32;;BERTOLINO. Júnia, Iansã é vento, brincando faz o meu cabelo dançar. Rio de Janeiro: Malê Mirim, 2023.;https://static.wixstatic.com/media/0a154a_82c8c4d89f7648cc80303696e6e2e8e3~mv2.jpg/v1/fill/w_500,h_500,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/0a154a_82c8c4d89f7648cc80303696e6e2e8e3~mv2.jpg;Afro-brasileira
"""Eu fico de boa """;;Sandra V. Feder;Rahele Jomepour Bell;Emoções,descobertas,criança;“Gosto de ficar de boa”, diz o menino. Quando se diverte com colegas, ouve uma história ou contempla as nuvens fofinhas no céu. Existem muitas maneiras de ficar de boa. Mas, lógico, nem sempre ele se sente assim, por isso compartilha com a gente o que pode ajudar nessas horas.;;Pallas Mini;1ª;2024;Físico;;https://www.amazon.com.br/Eu-fico-boa-Sandra-Feder/dp/6586983398/ref=sr_1_2?dib=eyJ2IjoiMSJ9.lkmiBkQkZLi5tt5Qi0unLBif_xruDPlrSReJsnVKhzYsRHyNfjTZ717u_683nmC8nHwFrRc29ahdeePXZ0WyskphkTfeasG4zSKJlWAJy8siEyjpV7pA5T_JDtc0hhGic86qD02LC0QJ6ms39h5PS60OVwj2ZpT6jn_DoD0kNlqxrGtPQ_6TrYE32o7u0a64wGlwpwJPrADVIoMqeDBrl_y4GGbrmKeRzVHL4lIwXNI.B45REHcbT_RhJCmJBJ95TjS9vRGtieUcZ2FY6qOY5Ho&dib_tag=se&qid=1726420422&refinements=p_27%3ARahele+Jomepour+Bell&s=books&sr=1-2&text=Rahele+Jomepour+Bell;pt-BR;;infantojuvenil;32;;Feder. Sandra V., Eu fico de boa, Rio de Janeiro: Pallas Mini, 2024.;https://m.media-amazon.com/images/I/71amDUNkuyL._SY385_.jpg;Afro-brasileira
"""Se você quiser voar""";;Julie Fogliano;Christian Robinson;Acolhimento,família,auta-estima;Se você quiser voar, aqui está um bocado de vento e aqui está um belo céu… O que mais é preciso se você quiser voar? Um cobertor, um sonho, um beijo com carinho, e talvez uma certeza feliz de que não importa para onde voar, alguém sempre estará esperando por você. Este livro é um convite para você abrir suas asas… e voar! É um incentivo para as crianças superarem novos desafios que a vida apresenta, através de um caminho de imaginação, que fortalece a auto-estima, até o lugar de acolhimento que a família pode assegurar.;;Pallas Mini;1ª;2024;Físico;;https://pallaseditora.com.br/produto/se-voce-quiser-voar/;pt-BR;;infantojuvenil;40;;Fogliano. Julie, Se você quiser voar. Rio de Janeiro: Pallas Mini, 2024.;https://pallaseditora.com.br/wp-content/uploads/2024/09/9786556021256-240x300.jpg;Afro-brasileira
"""O que você quer ser quando crescer?""";;Lawrence Schimel;Barbara Quintino;Identidade, profissões, expectativas, escola;É uma história de crianças que acontece em sala de aula quando a professora traz essa questão para ser debatida. Mas a resposta inesperada de um dos alunos cria uma reviravolta. A ideia do autor é proporcionar uma reflexão prazerosa e imaginativa sobre profissão e trabalho, mesmo que uma escolha esteja fora do padrão ou da expectativa dos adultos.;;Pallas Mini;1ª;2024;Físico;;https://pallaseditora.com.br/produto/O_que_voce_quer_ser_quando_crescer_/379/5/;pt-BR;;infantil;32;;SCHIMEL,Lawrence, O que você quer ser quando crescer. Rio de Janeiro: Pallas Mini, 2024.;https://pallaseditora.com.br/admin/_m2brupload/produtos/379/810_med.jpg;Afro-brasileira
"""Lulu vai para a escola""";;Anna McQuinn;Rosalind Beardshaw;Relações étnico-raciais, amizade,escola, descobertas;Amanhã é o primeiro dia de aula de Lulu na escola! E ela precisa arrumar sua nova mochila para deixar tudo pronto. Todos precisam acordar bem cedinho para o grande dia. Na escola ela vai aprender muitas coisas, conhecer novos amigos e novas brincadeiras. Você também quer conhecer a escola de Lulu?;;Pallas Mini;      1ª ;2023;Físico;;https://pallaseditora.com.br/produto/Lulu_vai_para_a_escola/369/;pt-BR;;infantil;28;;MCQUINN, Anna. Lulu vai para escola. Rio de Janeiro: Pallas Mini, 2023.;https://pallaseditora.com.br/admin/_m2brupload/produtos/369/800_med.jpg;Afro-brasileira
"""Lulu na festa do pijama""";;Anna McQuinn;Rosalind Beardshaw;Relações étnico-raciais, descobertas,brincadeiras;Este livro vai ajudar as crianças a se sentirem confortáveis na hora de dormir fora de casa pela primeira vez. Através desta leitura, junto com os pais e familiares, elas poderão perceber que essa experiência pode ser muito divertida e prazerosa.;;Pallas Mini;1ª;2023;Físico;;https://pallaseditora.com.br/produto/Lulu_na_festa_do_pijama/370/5/;pt-BR;;infantil;28;;MCQUINN, Anna. Lulu na festa do pijama. Rio de Janeiro: Pallas Mini, 2023.;https://pallaseditora.com.br/admin/_m2brupload/produtos/370/801_med.jpg;Afro-brasileira
"""Kofi e o menino do fogo""";;Nei Lopes;Helénè Moreau ;Diversidade, sentimentos, emoções;Kofi e o menino de fogo conta a história de um encontro entre dois garotos de lugares muito diferentes. É também o primeiro livro infantil de Nei Lopes, que sabe como poucos traduzir sentimentos e emoções para os pequeninos. O livro celebra ainda o encontro entre o escritor e compositor brasileiro e Hélène Moreau, artista francesa que pela primeira vez ilustra um livro no Brasil.;;Pallas;1ª;2008;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/213600?guid=1720724356405&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1720724356405%26quantidadePaginas%3d1%26codigoRegistro%3d213600%23213600&i=1;pt-BR;;infantojuvenil;37;;LOPES, Nei. Kofi e o menino de fogo. Rio de Janeiro: Pallas, 2008.;https://acervo.bn.gov.br/sophia_web/capa/capa/213600;Afro-brasileira
"""Os ibejis e o carnaval""";;Helena Theodoro;Luciana Justiniani Hees;Identidade, carnaval, anscestralidade;A escritora Helena Theodoro, em seu mais importante papel — o de avó —, conta para seus dois netos, Neinho e Lalá, histórias do nosso carnaval.;;Pallas;1ª;2009;Físico;;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/261492?guid=1726421595700&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1726421595700%26quantidadePaginas%3d1%26codigoRegistro%3d261492%23261492&i=1;pt-BR;;infantojuvenil;29;;Theodoro, Helena, 1943-Os ibejis e o carnaval. Rio de Janeiro : Pallas, 2009.;https://acervo.bn.gov.br/sophia_web/capa/capa/261492;Afro-brasileira
"""Gênios da nossa gente: personalidades negras""";;Eliana Alves Cruz,Estevão Ribeiro;Estevão Ribeiro;Identidade, personalidades negras, biografia, memória;Eliana Alves Cruz e Estevão Ribeiro apresentam para o público infantil e juvenil trinta perfis de personalidades negras brasileiras. Os “Gênios da nossa gente” superaram diversos obstáculos e se toraram figuras inspiradoras de legado inestimável. A representatividade dos selecionados, os perfis biográficos, o texto lúdico e as ilustrações de Estevão Ribeiro inspiram crianças e jovens a sonharem alto e ilimitado na construção de suas narrativas pessoais.;;Malê Mirim;1ª;2024;Físico;;https://www.editoramale.com.br/product-page/g%C3%AAnios-da-nossa-gente-personalidades-negras;pt-BR;;infantojuvenil;64;;CRUZ, Eliana Alves, RIBEIRO, Estevão. Gênios da nossa gente: personalidades negras. Rio de Janeiro: Malê Mirim, 2024.;https://static.wixstatic.com/media/0a154a_a0a2ef29bac24ba39f5c89ca082541d2~mv2.jpg/v1/fill/w_500,h_500,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/0a154a_a0a2ef29bac24ba39f5c89ca082541d2~mv2.jpg;Afro-brasileira
"""Madisa e a vovó alegria """;;Vagner Amaro;Daniel Santana;Identidade, ancestralidade, avós;Mandisa e a Vovó Alegria conta a história de amizade entre uma avó, Alegria, e a sua neta, Mandisa. Nesta convivência entre gerações, ensinamentos importantes sobre o gosto pela arte e pela cultura, ancestralidade, conexão com as antepassados africanos e amor familiar marcam profundamente a infância da menina.;;Malê Mirim;1ª;2021;Físico;;https://www.editoramale.com.br/product-page/mandisa-e-a-vov%C3%B3-alegria;pt-BR;;infantojuvenil;24;;AMARO. Vagner. Mandisa e a vovó alegria. Rio de Janeiro: Malê Mirim, 2021.;https://static.wixstatic.com/media/0a154a_fd97c9c3bb8c4f2aa4997ba826f0b819~mv2.jpg/v1/fill/w_500,h_500,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/0a154a_fd97c9c3bb8c4f2aa4997ba826f0b819~mv2.jpg;Afro-brasileira
