título;título_alternativo;criador;contribuidor;assunto;resumo;descrição;editora;edição;data;tipo;identificador;fonte;idioma;cobertura;nível_de_educação_da_audiência;extensão;direitos;citação_bibliográfica;arquivo;collection
"""Escola de Chuva""";;"James Rumford
";James Rumford;"Culturas africanas; Chade; Educação; Escola";É o primeiro dia de aula em Kelo, no Chade, na África. As crianças caminham pela estrada, com a esperança de chegar e ganhar um caderno, um lápis e aprender a ler. Mas quando ele e as outras crianças chegam à escola, não há sala de aula nem carteiras. Apenas uma professora. A primeira lição é construir a escola. Uma história que nem as chuvas de verão levam embora.;"Prêmio norte-americano Oppenheim Toy Portfolio com o selo de ouro de melhor livro de 2010. Material de apoio ao professor: http://media.brinquebook.com.br/blfa_files/escola-chuva-projeto.pdf. 
";Brinque-Book;1ª;2010;Fisico;978-85-7412-401-8;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/922473?guid=1711760910796&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1711760910796%26quantidadePaginas%3d1%26codigoRegistro%3d922473%23922473&i=1;pt-BR;;infantojuvenil;32p;;RUMFORD, James. Escola de chuva. São Paulo: Brinque-Book, 2010.;https://cdl-static.s3-sa-east-1.amazonaws.com/covers/gg/9788574124018/escola-de-chuva.jpg;africana
"""Ynari, a menina das cinco tranças"" ";;Ondjaki;Joana Lira;"Sabedoria africana; Guerra; magia; Infância";Ynari é uma menina com cinco tranças e muita vontade de conhecer as palavras do mundo. Certa manhã, passeando perto do rio, Ynari encontra um homem pequenino, de uma aldeia distante da sua, onde vivem muitos seres pequenos por fora e grandes por dentro, cada um com um dom mágico. Nessa sua jornada, Ynari também acaba descobrindo que a guerra faz parte do mundo. Com a ajuda de suas cinco tranças, a menina vai dar aos povos as palavras que enfim lhes faltavam.;;Companhia das letrinhas;1ª;2010;Fisico;978-85-7406-435-2;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/276848?guid=1711761048390&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1711761048390%26quantidadePaginas%3d1%26codigoRegistro%3d276848%23276848&i=2;pt-BR;;infantojuvenil;47p;;ONDJAKI. Ynari, a menina das cinco trança. São Paulo: Melhoramentos, 2010.;https://cdl-static.s3-sa-east-1.amazonaws.com/covers/gg/9788574064352/ynari.jpg;africana
"""Jambo: uma manhã com os bichos da África""";;Rogério  Andrade Barbosa;Edu A. Engel;"Parque Nacional de Tsavo; Quênia; Bichos da África";Korir e Chentai saíram de jipe com o pai pelo Parque Nacional de Tsavo, uma reserva de vida selvagem no Quênia, África. As crianças levaram uma câmera para fotografar os bichos. Por onde passavam, cumprimentavam os animais gritando “jambo!”, que quer dizer “oi” no idioma de seu povo.;;Melhoramentos;1ª;2010;Fisico;9788506060049 ;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/269154?guid=1711761235754&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1711761235754%26quantidadePaginas%3d1%26codigoRegistro%3d269154%23269154&i=1;pt-BR;;infantojuvenil;32p;;BARBOSA,Rogério Andrade. Jambo: uma manhã com os bichos da África .São Paulo: Melhoramentos, 2010.;https://m.media-amazon.com/images/I/919FkpmCl1L._SY425_.jpg;africana
"""Bichos da África 3: lendas e fábulas""";;Rogério  Andrade Barbosa;Ciça Fittipaldi;" Lendas africanas; Reinos caninos; Rivalidade";O livro aborda duas lendas: A primeira conta a história de dois reinos caninos, rivais entre si. O chefe de um deles se apaixona pela irmã do outro e resolve entrar em guerra. Na segunda, uma tartaruga esperta resolve enganar os bichos da floresta para conseguir alimento;"Série Bichos da África ; 3";Melhoramentos;2ª;2010;Fisico;9788506060223;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/269487?guid=1711761611923&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1711761611923%26quantidadePaginas%3d1%26codigoRegistro%3d269487%23269487&i=4;pt-BR;;infantojuvenil;16p;;BARBOSA,Rogério Andrade. Bichos da África: lendas efabúlas.São Paulo: Melhoramentos, 2010.;;africana
"""Lendas da África moderna""";;Heloísia Pires Lima e Rosa Maria Tavarez Andrade;Denise Nascimento;"Lendas africanas; África Moderna;Griôs do Mali";"Contos e lendas da África atual permitem viajar e conhecer a língua do griô, menestréis contadores de histórias, do Mali; a visionária menina Kikuiu que ajudou a salvar o Quênia das fendas que se abriam no chão e tragavam tudo; Madiba: a lenda viva da África do Sul que procurava resolver todos os conflitos pelo caminho da paz; e o brinco de ouro, de Gana, em que um brinco de uma antiga princesa tem o poder extraordinário de fazer quem o usa colocar todas as suas ideias em prática.";;Elementar;1ª;2010;Fisico;9788599306505 ;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/269381?guid=1712433640144&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1712433640144%26quantidadePaginas%3d1%26codigoRegistro%3d269381%23269381&i=3;pt-BR;;infantojuvenil;72p;;"LIMA, Heloisa Pires; ANDRADE, Rosa Maria Tavarez. Lendas da África moderna.São Paulo : Elementar, 2010. ";https://m.media-amazon.com/images/I/71mfOkgpPWL._SL1210_.jpg;africana
"""Lila e o segredo da chuva""";;David Conway;Jude Daly ;"Culturas africanas; Lendas africanas;Geografia africana";O sol castigou a vila em que Lila morava durante muitos meses. Ninguém conseguia juntar lenha, capinar o jardim ou mesmo tirar o leite da vaca. Sem chuva, o poço começou a secar, e todas as plantações se perderam. Lila estava tão preocupada que, quando seu avô contou para ela, bem baixinho, sobre o segredo da chuva, ela saiu correndo para falar diretamente com o céu.;" Programa Acelera Brasil 2016 - Instituto Ayrton Senna
SME SP 2011 | Secretaria Municipal da Educação SEE SP Ler e Escrever 2012 | Secretaria Estadual da Educação
PNBE 2011 | Programa Nacional Biblioteca da Escola
SME BH 2023 | Secretaria Municipal de Educação de Belo Horizonte";Biruta;1ª;2010;Fisico;9788588159679;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/258728?guid=1712438511094&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1712438511094%26quantidadePaginas%3d1%26codigoRegistro%3d258728%23258728&i=1;pt-BR;;infantojuvenil;32p;;CONWAI, David. Lila e o segredo da chuva. São Paulo: Biruta, 2010.;https://acervo.bn.gov.br/sophia_web/capa/capa/258728;africana
"""Raio de sol, raio de lua""";;Celso Sisto;Mauricio Negro;"Culturas africanas;Lendas africanas;Infância";Houve um tempo em que o Sol e a Lua eram crianças. Acompanhavam suas famílias às lavras, banhavam-se e brincavam no riacho. Mas tinham de abandonar a brincadeira quando chegava a hora de as mães aproveitarem as delícias das águas. Um dia, porém, a ordem mudou: as mães foram se refrescar antes das crianças, e o que acontece a seguir explica porque o Sol e a Lua são, hoje, astros que ornam o céu.;;Pruminho;1ª;2011;Fisico;9788579271311;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/309228?guid=1712434467488&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1712434467488%26quantidadePaginas%3d1%26codigoRegistro%3d309228%23309228&i=7;pt-BR;;infantojuvenil;24p ;;SISTO, Celso. Raio de sol, raio de chuva. São Paul : Pruminho, 2011.;https://acervo.bn.gov.br/sophia_web/capa/capa/309228;africana
"""Toques de Griô""";;Heloísa Pires Lima e Leila Leite Hernandez  ;Kaneaki Tada;"Griôs; Cultura africana ancestral; Contos africananos;Mali";O livro aborda, em vinte e um capítulos, uma das mais importantes figuras de grande parte das culturas das Áfricas: o griô. Apresentado em muitos livros para crianças e jovens como um contador de histórias, o griô é uma espécie de guardião da memória das comunidades de ascendência africana.;;Melhoramentos;1ª;2011;Fisico;9788506062715 ;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/305098?guid=1712434627461&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1712434627461%26quantidadePaginas%3d1%26codigoRegistro%3d305098%23305098&i=1;pt-BR;;infantojuvenil;120p;;LIMA, Heloisa Pires. Toque de Griô. São Paulo : Melhoramentos, 2010. ;https://acervo.bn.gov.br/sophia_web/capa/capa/305098;africana
"""Kaxinjengele e o poder: uma fábula angolana""";;José Luandino Vieira;José Luandino Vieira;"Fábulas angolanas; Política angolana";Esta fábula, de teor moralizante, trata das consequências resultantes da ambição desmesurada pelo poder na realidade política angolana;;Pallas;1ª;2011;Fisico;978-85-347-0477-9;https://www.pallaseditora.com.br/produto/Kaxinjengele_e_o_poder/235/;pt-BR;;infantojuvenil;16p;;VIEIRA, José Luandino. Kaxinjengele e o poder: uma fábula angolana. Rio de Janeiro: Pallas, 2011.;https://www.pallaseditora.com.br/admin/_m2brupload/produtos/235/426_max.jpg;africana
"""Ndule, Ndule:  assim brincam as crinças africanas""";;Rogério Andrade Barbosa;Edu A. Engel;"Brincadeiras  africanas; Infância  ";Os irmãos Korir e Chentai pesquisam com os amigos de toda a África as brincadeiras de que mais gostam;;Melhoramentos;1ª;2011;Fisico;9788506066645;https://acesse.one/KZwmq;pt-BR;;infantojuvenil;24p;;BARBOSA, Rogério Andrade. Ndule, Ndule:  assim brincam as crinças africanas. São Paulo: Melhoramentos, 2011.;https://acervo.bn.gov.br/sophia_web/capa/capa/291245;africana
""" Bichos da África 1: lendas e fábulas";;Rogério  Andrade Barbosa;Ciça Fittipaldi;Lendas e fábulas africanas ;O primeiro volume da série Bichos da África conta duas fábulas: na primeira, uma mosca tenta ajudar a cobra, mas sem querer cria uma confusão tão grande que chega a incendiar a mata! Já na segunda, uma tartaruga e um leopardo caem na mesma armadilha. Como eles vão sair dessa?;;Melhoramentos;;2011;Fisico;;;pt-BR;;infantojuvenil;16p;;BARBOSA. Rogério Andrade. Bichos da África 1: lendas e fábulas. São Paulo: Melhoramentos, 2011.;;africana
"""A ilha do crocodilo: contos e lendas do Timor Leste""";;Geraldo Costa;Mauricio Negro;" Timor Leste; Contos e lendas africanas";O contador de histórias timorense recebe um nome muito especial, Lia Nai, que significa Senhor da Palavra. Um livro de contos e lendas do Timor-Leste;;FTD;;2012;Fisico;9788532282729 ;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/338444?guid=1712436164049&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1712436164049%26quantidadePaginas%3d1%26codigoRegistro%3d338444%23338444&i=1;pt-BR;;infantojuvenil;72p ;;COSTA, Geraldo. A ilha do crocodilo: contos e lendas do Timor Leste. São Paulo: FTD, 2012.;https://m.media-amazon.com/images/I/91AiZ8OZIrL._SL1500_.jpg;africana
""" A caçada real""";;Zetho Cunha Gonçalves;Roberto Chichorro ;Fábulas africanas;Fala da história do Rei Leão, que está no poder a 70 anos. Mas nem todos seus súditos estão contentes com seu governo, principalmente o Jumento, que é conselheiro do rei e responsável pelas novas tecnologias da comunicação;;Matrix;;2012;Fisico; 978-8563536334;https://matrixeditora.com.br/produtos/a-cacada-real/;pt-BR;;infantojuvenil;30p;;GONÇALVEZ, Zetho Cunha. A caçada real. São Paulo: Matrix, 2012.;https://m.media-amazon.com/images/I/51tGv0H16KL._SY445_SX342_.jpg;africana
"""A vassoura do ar encantado""";;Zetho Cunha Gonçalves;Andrea Ebert;"Lendas africanas; Cultura angolana; Saberes ancestrais ";São lendas africanas, com as quais nos deparamos com o aprendizado de valores familiares, sociais e ecológicos. As histórias passadas nas aldeias antigas, retratadas no livro, são metáforas que nos alertam para como é fácil esquecermos em nossa sociedade contemporânea os nossos mais profundos sentimentos.;;Pallas;;2012;Fisico;9788534704793;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/320493?guid=1712436499818&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1712436499818%26quantidadePaginas%3d1%26codigoRegistro%3d320493%23320493&i=1;pt-BR;;infantojuvenil;44p;;GONÇALVEZ, Zetho Cunha. A vassoura do ar encantado. Rio de Janeiro: Pallas,2012. ;https://acervo.bn.gov.br/sophia_web/capa/capa/320493;africana
""" A bibicleta que tinha bigodes""";;Ondjaki;;"Radio Nacional de Angola; Infância; Política Nacional";A Rádio Nacional de Angola promove um concurso e oferece como grande prêmio uma bicicleta para a criança que escrever a melhor história. Esse é o pano de fundo para a ficção que nos remete à fantasia presente na infância – amizade, ternura, descobertas –, mas também ao reflexo nas crianças do processo político do país.;;Pallas;;2012;Fisico; 978-85-347-0480-9;https://www.pallaseditora.com.br/produto/A_bicicleta_que_tinha_bigodes/234/;pt-BR;;infantojuvenil;92p;;ONDJAKI. A bicicleta que tinha bigodes. Rio de Janeiro: Pallas, 2012. ;https://www.pallaseditora.com.br/admin/_m2brupload/produtos/234/425_max.jpg;africana
"""O acaçá de cada um""";;Celso Sisto;André Ebert;"Histórias africanas; Violência; Esperteza; ";São histórias africanas que falam de temas difíceis mas que fazem parte da vida, como violência, crueldade, vingança e esperteza;;Galera Record;1ª;2012;Fisico;9788501098115;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/330863?guid=1712436663161&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1712436663161%26quantidadePaginas%3d1%26codigoRegistro%3d330863%23330863&i=1;pt-BR;;infantojuvenil;48p;;SISTO, Celso. O acaçá de cada um. Rio de Janeiro : Galera Record, 2012.;https://acervo.bn.gov.br/sophia_web/capa/capa/330863;africana
""" A dona do fogo e da água""";;Celso Sisto;Rubens Filho;"Contos africanos; Filosofia africana ";A dona do fogo e da água é um conto que relata a briga de dois irmãos, filhos do Rei do Universo. Uma briga que provocou caos e terror na Terra;Série: Filosofia em conto;Mundo Mirim;1ª;2012;Fisico;9788561730840;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/338130?guid=1712436725274&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1712436725274%26quantidadePaginas%3d1%26codigoRegistro%3d338130%23338130&i=1;pt-br;;infantojuvenil;32p;;SISTO, Celso. A dona do Fogo e da água. São Paulo : Mundo Mirim, 2012.;https://acervo.bn.gov.br/sophia_web/capa/capa/338130;africana
"""A tatuagem- reconto do povo Luo""";;Rogério  Andrade Barbosa;Mauricio Negro;"Conto da tradição oral; Etnia Luo";O maior desejo de Duany era ter a tatuagem mais bonita de seu povo, para conseguir um bom pretendente para casar. Porém, ela encontrará pelo caminho uma criatura misteriosa, que mudará o rumo de sua vida. ;;Gaiovota ;;2012;Físico;9788564816176;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/335393?guid=1712437122591&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1712437122591%26quantidadePaginas%3d1%26codigoRegistro%3d335393%23335393&i=1;pt-BR;;infantojuvenil;32p;;BARBOSA, Rogério Andrade. A tatuagem- reconto do povo Luo.São Paulo: Gaivota, 2012. ;https://m.media-amazon.com/images/I/91R4jn1450L._SL1500_.jpg;africana
"""Karingana wa Karonkana: Histórias que me contaram em Moçambique""";;Rogério  Andrade Barbosa;Máuricio Veneza ;"Contos moçambicanos; Trafição oral ";Karingana wa karingana são as palavras mágicas que o povo moçambicano profere a fim de suspender o tempo comum, e iniciar o tempo das histórias. O livro apresenta dois contos recolhidos do relato oral de crianças moçambicanas na escola;Série árvore falante;Paulinas;;2012;Físico;9788535629989 ;https://www.estantevirtual.com.br/livros/rogerio-andrade-barbosa/karingana-wa-karingana-/2761947462;pt-BR;;infantojuvenil;24p;;BARBOSA, Rogério Andrade. Karingana wa Karonkana: Histórias que me contaram em Moçambique.São Paulo: Paulinas, 2012.;https://m.media-amazon.com/images/I/51KvJ6COtTL._SL1000_.jpg;africana
"""Zambibar, a ilha assombrada""  ";;Rogério Andrade Barbosa;Mauricio Negro;Contos assustadores de tradição oral africana; irmãozinho do pequeno Suleiman, de Zanzibar, sumiu. Apavorado, ele precisa encontrá-lo antes dos inimigos: Giningis, os pavorosos mortos-vivos, vibwengos, anõezinhos com força descomunal, chunusis, temidos fantasmas marinhos, e o terrível Popobawa, monstrengo repugnante. ;;Cortez;;2012;Físico;9788524919862;https://www.cortezeditora.com.br/produto/zanzibar-a-ilha-assombrada-1216;pt-BR;;infantojuvenil;32p;;BARBOSA, Rogério Andrade. Zambibar, a ilha assombrada. São Paulo: Cortez, 2012.;https://checkout.cortezeditora.com.br/resizer/view/420/420/false/true/708.jpg;africana
"""Exu e o  mentiroso """;;Rogério Athayde ;Clara Zúñiga;"Mitologia Yoruba;Orixás;Exu ";Uma fábula sobre um das mais populares e controvertidas figuras da religiosidade africana. Em Exu e o mentiroso ele nos fala de um orixá que está sempre perto dos homens e pronto a ajudá-lo em suas dificuldades. Mesmo que seja preciso parar o tempo;;Pallas;1ª;2012;Físico; 978-85-347-0491-5;https://www.pallaseditora.com.br/produto/Exu_e_o_mentiroso/245/;pt-BR;;infantojuvenil;40p;;ATHAIDY, Rogério. Exu e o Mentiroso. Rio de Janeiro: Pallas, 2012. ;https://www.pallaseditora.com.br/admin/_m2brupload/produtos/245/441_max.jpg;africana
"""Aqualtune e as histórias da África""";;Ana Cristina Massa;;"Lendas africanas;Zumbi dos Palmares  ";Os amigos Orelha e Aqualtune só queriam curtir as férias juntos. Mas não imaginavam que uma simples viagem para uma fazenda longe da cidade grande se transformaria na maior aventura da vida deles. A revelação de uma antiga lenda africana, a presença de Cambinda, uma avó bem diferente das “vovós”, e a figura de Zumbi, o guerreiro dos Palmares, mudariam o destino de Aqualtune e seus amigos;Catálogo Feira de Bolonha FNLIJ 2013 | Fundação Nacional do Livro Infantil e Juvenil.SME SP Minha Biblioteca 2019 | Secretaria Municipal de Educação. PNBE 2013 | Programa Nacional Biblioteca da Escola;Gaiovota ;1ª;2012;Físico;9788564816237;https://acervo.bn.gov.br/sophia_web/acervo/detalhe/330114?guid=1712437693793&returnUrl=%2fsophia_web%2fresultado%2flistar%3fguid%3d1712437693793%26quantidadePaginas%3d1%26codigoRegistro%3d330114%23330114&i=1;pt-BR;;Infantojuvenil;160p;;MASSA, Ana Cristina. Aqualtune e as histórias da África. São Paulo: Gaivota, 2012.;https://m.media-amazon.com/images/I/91N5hc4YJ0L._SL1500_.jpg;africana
